adl_id,date,city,state,description
4830,10/8/18,Roanoke,VA,"A Daily Stormer Book Club, an alt right group, distributed flyers at Virginia Western Community College. The flyers read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
4839,10/7/18,Reno,NV,"A Daily Stormer Book Club, an alt right group, distributed flyers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
4840,10/7/18,Worcester,MA,"A Daily Stormer Book Club, an alt right group, distributed flyers at Worcester Polytechnic Institute. The flyers read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
4845,10/6/18,Poughkeepsie,NY,"A Daily Stormer Book Club, an alt right group, distributed flyers at Vassar College. The flyers read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
4852,10/5/18,Plymouth Meeting,PA,"Loyal White Knights, a Klan group, distributed anti-Semitic flyers titled: ""Jewish hate of the aryan race in their own words."""
3823,10/1/18,Brick Township,NJ,"A little league field was vandalized with graffiti that included a swastika and a message that read ""Kill Jews, Kill black niggers."""
3863,10/1/18,Edison,NJ,"Individuals were verbally harassed by unknown individuals who yelled at them ""Fuck Jews"" and ""Heil Hitler."""
3924,10/1/18,East Brunswick,NJ,"Individual was heard saying ""One, two, three kill all the Jews."""
3927,10/1/18,East Brunswick,NJ,"Individual overheard saying ""One, two three kill all Jews."""
6395,10/1/18,Teaneck,NJ,A swastika and KKK graffiti were discovered in a classroom at a high school.
6487,10/1/18,Stoughton,MA,Jewish student victim of anti-Semitic bullying by peers at school.
6488,10/1/18,Washington,DC,Jewish person harassed on Twitter.
6489,10/1/18,San Antonio,TX,Anti-Semitic flyers were distributed outside a synagogue.
6490,10/1/18,Baltimore,MD,The KKK distributed anti-Semitic flyers to homes in Baltimore.
6491,10/1/18,Chapel Hill,NC,An anti-Semitic message was shared via social media on the campus of UNC Chapel Hill.
6492,10/1/18,Miami,FL,"A postcard promoting a performance of ""The Diary of Anne Frank"" was defaced with swastikas and the words: ""I'm gonna beat the fuck outta you."""
6493,10/1/18,Glendale,AZ,"A middle school-aged Jewish boy was verbally assaulted by his teacher in front of his classmates, and told him he was not a Jew."
6494,10/1/18,San Diego,CA,Synagogue received anti-Semitic fax messages.
6495,10/1/18,San Diego,CA,A synagogue received an anti-Semitic fax message.
6496,10/1/18,Worcester,MA,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""White man are you sick and tired of the Jews destroying your country through mass immigration and degeneracy?"""
6497,10/1/18,Northfield,IL,A synagogue received an anti-Semitic and hateful fax.
6498,10/1/18,Atlanta,GA,A synagogue received thirty copies of an anti-Semitic flyer to their fax machine.
6499,10/1/18,Joliet,IL,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""White man are you sick and tired of the Jews destroying your country through mass immigration and degeneracy?"""
6500,10/1/18,Philadelphia,PA,Confidential
6501,10/1/18,Glendale,CA,Jewish camp received a CD that contained a video by a neo-Nazi and a swastika on the CD case.
6502,10/1/18,San Francisco,CA,Handwritten anti-Semitic flyer placed in a newspaper dispenser.
6503,10/1/18,Studio City,CA,"Anti-Semitic cards alleging that the Star of David was a pagan symbol of the Rothschild family, were scattered along a major boulevard."
6504,10/1/18,New Rochelle,NY,"Jewish man was walking to synagogue on Shabbat when a homeowner yelled at him: ""Hitler had the right idea, Sieg Heil, go grab a bagel, I have a gun and am willing to use it."""
6505,10/1/18,Boynton Beach,FL,"A Jewish organization received a racist and anti-Semitic robocall targeting Florida gubernatorial candidate Andrew Gillum. In the recording a voice is heard falsely claiming ""it was the Jews who owned the slave trade."""
6506,10/1/18,San Diego,CA,Individual made anti-Semitic comments in a direct message on Facebook that included the trope that Jews control Hollywood.
6507,10/1/18,Bluffdale,UT,"Middle school student bullied by another student who disparagingly called him ""Jewy."""
6508,10/1/18,Minnetonka,MN,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6509,10/1/18,St. Louis Park,MN,A synagogue received an anti-Semitic and hateful fax.
6510,10/1/18,Salem,MA,"After publishing an op-ed in a conservative news outlet, the writer, a Jewish man, received an anti-Semitic email from ""A.Hitler"" at ""fucthejews@yahoo.com"" calling the writer a ""Kike"" and using other anti-Semitic screed."
6511,10/1/18,Baltimore,MD,"A Jewish man received an anti-Semitic postcard in the mail promoting the Boycott, Divestment, Sanctions movement against Israel. The postcard depicted Jews controlling the United States when it comes to Israel."
6512,10/1/18,Lancaster,PA,Confidential
6513,10/1/18,Roswell,GA,"While texting voters to invite them to a campaign event, a campaign volunteer received hateful messages that included calling the volunteer ""#JewishScum."""
6514,10/1/18,Terre Haute,IN,"Daily Stormer, an alt right group, taped an anti-Semitic flyer to a synagogue."
6515,10/1/18,Newton,NJ,Man stood on a corner holding anti-Semitic signs.
6516,10/1/18,Virginia Beach,VA,Confidential
6517,10/1/18,Boca Raton,FL,"A Jewish family was harassed by a man who shouted ""Heil Hitler"" at them while they were walking into their synagogue."
6518,10/1/18,Seattle,WA,"Students at a high school published a newsletter called ""The Money Jew"" that was filled with anti-Semitic propaganda."
6519,10/1/18,League City,TX,Man targeted two women with the Nazi salute.
6520,10/1/18,Washington,DC,Anti-Semitic flyers were faxed to an academic department at Georgetown University.
6521,10/1/18,Boston,MA,"Jewish man received a threatening, anti-Semitic email."
6522,10/1/18,West Orange,NJ,"Business owner received a response from a potential customer telling him to ""go fuck yourself you dumb jew"" [sic] and to ""go to hell."""
6523,10/1/18,Philadelphia,PA,Jewish teacher received anti-Semitic threats.
6524,10/1/18,Middletown,CT,Anti-Semitic depiction of a Jewish candidate who was running for public office.
6525,10/1/18,Arlington,VA,Confidential
6526,10/1/18,Lawrenceville,GA,"A woman who converted from Judaism to Catholicism was verbally accosted in her driveway by a man who said: ""Jew bitch, changing your religion will not change who you are."""
6527,10/1/18,Doylestown,PA,Confidential
6528,10/1/18,Baltimore,MD,Confidential
6529,10/1/18,San Antonio,TX,"Jewish student received message saying ""STFU, kike!"""
6530,10/1/18,Philadelphia,PA,A Jewish woman found a swastika drawn into the frost of her vehicle.
6531,10/1/18,Linden,NJ,"A boy dressed as a soldier for Halloween, aimed his toy gun at a Jewish family and said: ""I'm ready to kill some Jews."""
6532,10/1/18,Yorba Linda,CA,Jewish student's classwork was defaced by her classmate with a swastika.
6533,10/1/18,Dallas,TX,Confidential
6534,10/1/18,Highland Park,IL,Man was arrested and charged with a hate crime for calling in threats to a synagogue.
6535,10/1/18,Bridgeville,DE,Anti-Semitic comment made during staff meeting.
6536,10/1/18,Los Angeles,CA,"While walking down the street, a man was called a ""damn Jew"" and was told ""Damn the Jews."""
6537,10/1/18,Woodbury,CT,Confidential
6538,10/1/18,Cherry Hill,NJ,Jewish student received an anti-Semitic meme in a message from a classmate.
6540,10/1/18,Fort Collins,CO,Jewish student was the victim of anti-Semitic bullying by peers.
6541,10/1/18,Fort Collins,CO,"One student said to another student: ""Get away from me you dirty Jew."""
6542,10/1/18,Scotch Plains,NJ,"Vandalism that included swastikas, the word kike, the n-word, and KKK were discovered at a school."
6543,10/1/18,Monticello,NY,"Students at a high school gave the ""Heil Hitler"" salute in class."
6544,10/1/18,Scotch Plains,NJ,"A swastika, the word kike, and the n-word were spray-painted on a wall at a high school."
6545,10/1/18,Minneapolis,MN,A synagogue received an anti-Semitic call full of disparaging remarks about Jews.
6546,10/1/18,St. Louis Park,MN,"Anti-Semitic flyers posted on an eruv, which is a boundary that allows observant Jews to carry in the public on Shabbat."
6547,10/1/18,Milwaukee,WI,Jewish individual received a harassing anti-Semitic email.
6548,10/1/18,Milwaukee,WI,"A presentation to students at the University of Wisconsin, Milwaukee's Peck School of the Arts included a slide comparing Israeli Prime Minister Netanyahu to Adolf Hitler. "
6549,10/1/18,Encino,CA,"Individual yelled ""Death to Israel"" repeatedly while standing on the street."
6550,10/1/18,College Park,MD,"During an off-campus party at University of Maryland, College Park, where students were drawing on one another's shirts, someone drew a swastika on people's t-shirts."
6551,10/1/18,Los Angeles,CA,"Jewish man was threatened and harassed by a man who said, ""Hey little punk Jew, watch out I'm gonna beat the shit out of you."""
6552,10/1/18,Charlotte,NC,"A student at Queens University received a note with a swastika and the words ""Jew RA"" in their dormitory."
6553,10/1/18,Charlotte,NC,"Jewish student victim of anti-Semitic harassment. Classmate told her ""You don't understand it because you're a dirty Jew and all Jews deserve to die."""
6554,10/1/18,Charlotte,NC,Middle school performed a play that made fun of the Holocaust.
6555,10/1/18,Mount Laurel Township,NJ,"Jewish individuals received an anti-Semitic message on Craigslist that said ""Fuck all kikes!"""
6556,10/1/18,Medford,NJ,Confidential
6557,10/1/18,Denver,CO,A Jewish educational institution received an anti-Semitic email in response to an email honoring the victims of the Tree of Life synagogue shooting.
6558,10/1/18,Flushing,NY,A Jewish organization received a harassing and anti-Semitic fax.
6559,10/1/18,New York,NY,Neighbors hung a sign targeting their Jewish neighbors that included a wood doll giving the Sieg Heil.
6560,10/1/18,Des Moines,IA,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6561,10/1/18,Des Moines,IA,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6562,10/1/18,Des Moines,IA,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6563,10/1/18,Des Moines,IA,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6564,10/1/18,Des Moines,IA,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6565,10/1/18,Des Moines,IA,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6566,10/1/18,Des Moines,IA,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6567,10/1/18,Durham,NC,A pumpkin with a swastika carved into it was found near a dormitory on the Duke University campus.
6568,10/1/18,Newburyport,MA,"A student at a middle school proclaimed ""I am not going to sit there, that's the chair for Jews!"""
6569,10/1/18,Miami,FL,Man entered the Kosher Kingdom Supermarket and smashed a bottle of wine on the floor.
6570,10/1/18,Fargo,ND,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""Every time some anti-white, anti-America, anti-Freedom event takes place, you look at it, and it's Jews behind it."""
6571,10/1/18,Baraboo,WI,"Anti-Semitic, racist, and white supremacist flyers were left on the doorknobs and cars throughout a residential neighborhood."
6572,10/1/18,Mount Horeb,WI,"Anti-Semitic, racist, and white supremacist flyers were left on the doorknobs and cars throughout a residential neighborhood."
6573,10/1/18,Reedsburg,WI,"Anti-Semitic, racist, and white supremacist flyers were left on the doorknobs and cars throughout a residential neighborhood."
6574,10/1/18,Spring Green,WI,"Anti-Semitic, racist, and white supremacist flyers were left on the doorknobs and cars throughout a residential neighborhood."
6575,10/1/18,Beverly Hills,CA,Individual received anti-Semitic messages to his place of work.
6576,10/1/18,Scottsdale,AZ,Confidential
6577,10/1/18,El Paso,TX,"A synagogue received a threatening Facebook message saying ""what a wonderful thing this Jewish slaughter in Pittsbirg [sic] today is. May they will stop violating Americans [sic] amendment rights n freedpms [sic]."""
6578,10/1/18,Aliso Viejo,CA,"Van with anti-Semitic bumper sticker ""Da Goyim Know."""
6579,10/1/18,Glendale,AZ,"A middle school student was told by a peer: ""You're a Jew. I'm going to burn you!"""
6580,10/1/18,Glendale,NY,Jewish man experienced anti-Semitic harassment from a store owner.
6581,10/1/18,Atlanta,GA,A synagogue received an anti-Semitic message.
6582,10/1/18,Washington,DC,Anti-Semitic phone calls directed at synagogue.
6583,10/1/18,Poway,CA,Middle school student made anti-Semitic remarks in a group chat.
6584,10/1/18,New York,NY,Jewish woman verbally harassed with anti-Semitic remarks.
6585,10/1/18,Brooklyn,NY,"A passerby told two Jewish men, ""Fuck the Jews, Jesus called me and said to kill all the Jews."""
6586,10/1/18,New York,NY,A synagogue received anti-Semitic mail that included a CD with a swastika.
6587,10/1/18,Cherry Hill,NJ,"Loyal White Knights, a Klan group, distributed anti-Semitic and racist fliers to residential homes. The flyers depict Jews and black Americans undermining the criminal justice system by protecting murderers."
6588,10/1/18,Tacoma,WA,Swastikas were spray-painted on a sidewalk.
6589,10/1/18,Fairfax,VA,The NoVa Jewish Community Center was vandalized with swastika graffiti.
6590,10/1/18,Beverly Hills,CA,A swastika was carved into the elevator door in an apartment building.
6591,10/1/18,Daly City,CA,Apartment complex defaced with swastika graffiti.
6592,10/1/18,Clintonville,OH,Confidential
6593,10/1/18,Reading,MA,A student discovered two swastikas drawn into a classroom bench at a high school.
6594,10/1/18,New York,NY,"A private business was vandalized with a reference to Revelation 2:9: ""I know thy works, and tribulation, and poverty, (but thou art rich) and I know the blasphemy of them which say they are Jews, and are not, but are the synagogue of Satan."""
6595,10/1/18,New York,NY,"A few cars in a parking garage were vandalized with the words ""Jews suck."""
6596,10/1/18,Aventura,FL,Swastika vandalism discovered in the bathroom at a K-8 school.
6597,10/1/18,San Francisco,CA,Mezuzahs from three different apartments were stolen in an apartment complex.
6598,10/1/18,New York,NY,A swastika was scratched into a subway car.
6599,10/1/18,Stowe,VT,A swastika was carved into a table in a classroom.
6600,10/1/18,West Hills,CA,Jewish homeowner's house was vandalized with swastika graffiti.
6601,10/1/18,Rockaway Park,NY,"A parked car was vandalized with the message ""RABI JEW."""
6602,10/1/18,New York,NY,Swastika graffiti discovered on a bench on a subway platform.
6603,10/1/18,New York,NY,A swastika was drawn in black marker on a banner.
6604,10/1/18,New York,NY,A medical business was vandalized with a swastika drawing.
6605,10/1/18,New York,NY,Swastika vandalism on Manhattan's Upper West Side.
6606,10/1/18,New York,NY,An MTA employee discovered a swastika was drawn onto the wall of an elevator.
6607,10/1/18,La Jolla,CA,A park sign was vandalized with swastika graffiti.
6608,10/1/18,Las Vegas,NV,"Two Jewish students, who are roommates, discovered that a swastika had been carved into their dormitory door at University of Nevada, Las Vegas."
6609,10/1/18,Lynn,MA,"Swastika and ""SS"" graffiti were discovered in the doorway of a commercial building."
6610,10/1/18,Salem,MA,"Anti-Semitic graffiti that included death threats, an image of Hitler, and swastikas, was spray-painted on a seawall."
6611,10/1/18,Seattle,WA,A school desk was vandalized with swastika graffiti.
6612,10/1/18,Haddonfield,NJ,Student drew a swastika in the bathroom using feces.
6613,10/1/18,New York,NY,Swastika vandalism discovered on the base of a light post.
6614,10/1/18,New York,NY,Swastikas were spray-painted throughout the Morningside Heights neighborhood of upper Manhattan.
6615,10/1/18,New York,NY,"Swastikas, KKK symbol and cross were found on the side of a mailbox."
6616,10/1/18,Reno,NV,"Student discovered a swastika drawn on the wall in their residence hall at the University of Nevada, Reno."
6617,10/1/18,San Diego,CA,An elevator at a shopping mall was vandalized with a swastika etching.
6618,10/1/18,Calabasas,CA,"Three swastikas were drawn on the campus of a public high school, which has a large Jewish population."
6619,10/1/18,Manchester,NH,Police reported swastika graffiti that was spray-painted at Wagner Memorial Park.
6620,10/1/18,Reading,MA,A swastika was discovered to have been etched into a desk at a high school.
6621,10/1/18,Forest Hills,NY,A swastika was drawn on a doorpost in a subway station.
6622,10/1/18,Middletown,NY,Confidential
6623,10/1/18,Orange,TX,Headstones at the Hebrew Rest Cemetery were desecrated.
6624,10/1/18,Mountain Brook,AL,"Anti-Semitic, anti-minority, and racial graffiti was discovered inside a bathroom at a middle school."
6625,10/1/18,Irvine,CA,"A synagogue was vandalized with graffiti that read ""Fuck Jews."""
6626,10/1/18,Philadelphia,PA,Jewish man discovered that a swastika had been etched into the side of his car.
6627,10/1/18,Nelsonville,NY,"Swastikas and the word ""Kikes"" was spray-painted on a home that is under construction. The home owner is Jewish."
6628,10/1/18,Manchester,VT,A swastika was spray-painted onto a fence at a residential home.
6629,10/1/18,Grand Forks,ND,A rock was thrown through the window of a Jewish family's home.
6630,10/1/18,San Francisco,CA,Pedestrian tunnel vandalized with anti-Semitic graffiti.
6631,10/1/18,Haworth,NJ,Confidential
6632,10/1/18,Raleigh,NC,Conspiratorial graffiti written on the front threshold of a Jewish family's home.
6633,10/1/18,Andover,MA,A swastika chalked on steps near a basketball court and playground at a school.
6634,10/1/18,North Wales,PA,"Jewish woman discovered swastikas and swear words spray-painted on her car, her house's back door, and her house's radiator."
6635,10/1/18,St. Louis,MO,"""Fascist Jew"" was written in mud on the vehicle of an employee at a Jewish deli."
6636,10/1/18,Warminster,PA,A spray-painted swastika was discovered in Shenandoah Woods.
6637,10/1/18,Millersville,PA,A spray-painted swastika was found in a men's restroom at Millersville University.
6638,10/1/18,Wayne,PA,Jewish couple's car was vandalized with a swastika made from shaving cream.
6639,10/1/18,Syosset,NY,Police reported anti-Semitic writings on a church wall.
6640,10/1/18,Wayne,NJ,Residential home vandalized with swastika graffiti.
6641,10/1/18,Reading,MA,Swastika etching discovered on a desk at a high school.
6643,10/1/18,Levittown,PA,Anti-Semitic and racist graffiti spray-painted on the exterior walls of a middle school.
6645,10/1/18,Levittown,PA,Anti-Semitic and racist graffiti spray-painted on the walls of a middle school.
6646,10/1/18,Cleveland,OH,"Anti-Semitic graffiti discovered on the Case Western Reserve University campus. The graffiti included the message ""genocide to Jews"" and a drawing of a swastika."
6647,10/1/18,Hillsdale,NJ,Swastika vandalism discovered in school bathroom.
6648,10/1/18,Westfield,NJ,Swastika vandalism discovered in school bathroom.
6649,10/1/18,Monticello,NY,Swastika vandalism discovered in school bathroom.
6650,10/1/18,Kingston,NY,About 18 different locations in Kingston were tagged with swastika graffiti.
6651,10/1/18,Centereach,NY,Swastikas were spray-painted inside a Target store.
6652,10/1/18,College Park,MD,"A swastika and the numbers ""1488"" were written in a bathroom on the University of Maryland, College Park campus."
6653,10/1/18,Los Angeles,CA,A house was defaced with anti-Semitic graffiti.
6654,10/1/18,Toledo,OH,A swastika was drawn onto the pavement using a motorized scooter tire at Promenade Park in downtown Toledo.
6655,10/1/18,San Jose,CA,Offices defaced with swastika and KKK graffiti.
6656,10/1/18,Seaford,VA,Residential street vandalized with graffiti that included swastikas.
6657,10/1/18,Durham,NC,A swastika was carved into a bathroom stall in an academic building at Duke University.
6658,10/1/18,Rolla,MO,Anti-Semitic symbols and languages were spray-painted on university property at Missouri University of Science and Technology.
6659,10/1/18,Fremont,CA,"Campaign signs for Justin Sha, a candidate for the Fremont City Council, were defaced with a drawing of a swastika and devil's horns."
6660,10/1/18,Breckenridge,CO,A campaign banner for Sheriff Jaime FitzSimons was vandalized with swastika and SS graffiti.
6661,10/1/18,Tucson,AZ,A dance studio was vandalized with swastika graffiti.
6662,10/1/18,Savannah,MO,A campaign sign for then-senate candidate Josh Hawley was defaced with swastika graffiti.
6663,10/1/18,Potomac,MD,A swastika was drawn on a classroom desk at Winston Churchill High School.
6664,10/1/18,Washington,DC,A swastika sticker was affixed to a bathroom wall at the School Without Walls.
6665,10/1/18,Neptune Township,NJ,Fourteen car owners reported that their cars had been defaced with anti-Semitic graffiti overnight in Ocean Grove
6666,10/1/18,Davis,CA,Swastika were drawn on bathroom mirrors at a middle school using using an orange crayon.
6667,10/1/18,Holly,MI,Vandals broke into a property and spray-painted words and symbols that included swastika images.
6668,10/1/18,Costa Mesa,CA,"A campus bathroom at Orange Coast College was vandalized with a swastika and the words ""Legal equals legal."""
6669,10/1/18,Indianapolis,IN,A public golf course was defaced with a swastika and racist graffiti.
6670,10/1/18,Charlotte,NC,"An anti-Semitic message was found on a campus building at Davidson College that read ""Hitler did nothing wrong."""
6671,10/1/18,Portland,OR,Flyers for the Jewish Student Union at a public high school were defaced with hateful words.
6672,10/1/18,Rochester,NY,A swastika was etched into a paper sign in an elevator at University of Rochester's Eastman School of Music.
6673,10/1/18,Bronx,NY,Swastika vandalism discovered on a desk at Fordham University.
6674,10/1/18,Saint Paul,MN,"A costume mask in the storage room of The Mac Weekly, the Macalester College student newspaper, was defaced with swastika graffiti."
6675,10/1/18,Rochester,NY,A flyer in a student dorm at the University of Rochester was vandalized with a drawing of a swastika.
6676,10/1/18,Southampton,NJ,Swastika vandalism.
6677,10/1/18,Lincoln,MA,A swastika and Star of David were carved into a car when a house was vandalized.
6678,10/1/18,Audubon,NJ,Jewish person's home was defaced with swastika graffiti.
6679,10/1/18,Audubon,NJ,"Individual's car defaced with anti-Semitic graffiti that read ""Stupid Jews Die!"""
6680,10/1/18,New York,NY,Hotel staff discovered anti-Semitic and homophobic comments written on the wall of a hotel room.
6681,10/1/18,Brooklyn,NY,Swastikas were drawn using chalk on four apartment buildings on one block.
6682,10/1/18,Brooklyn,NY,A brick fence was vandalized with a swastika drawing.
6683,10/1/18,New York,NY,Swastika graffiti.
6684,10/1/18,New York,NY,A tree in Central Park was defaced with a carving of a swastika.
6685,10/1/18,Brooklyn,NY,Pillars in a subway station were vandalized with swastika graffiti.
6686,10/1/18,Ypsilanti,MI,"Graffiti discovered in a bathroom at a school that included racist and anti-Semitic messages including ""I hate Jews."""
6687,10/1/18,Brooklyn,NY,A parking meter was vandalized with swastika graffiti.
6688,10/1/18,New York,NY,An apartment building was vandalized with two swastika drawings.
6689,10/1/18,Brooklyn,NY,Swastika vandalism on a sidewalk.
6690,10/1/18,Brooklyn,NY,A utility box on a subway platform was defaced with swastika graffiti.
6691,10/1/18,Brooklyn,NY,"A construction site was defaced with graffiti that included swastika with the word ""Israel."""
6692,10/1/18,New York,NY,Swastika graffiti discovered in a subway station.
6693,10/1/18,New York,NY,A newspaper dispenser was defaced with swastika and KKK graffiti.
6694,10/1/18,Kansas City,MO,Confidential
6695,10/1/18,Brooklyn,NY,"Two Jewish men were assaulted by an individual who hit them with a rock and yelled at them ""Too bad Hitler didn't get you, I'm going to kill you."""
6696,10/1/18,Brooklyn,NY,A Jewish man was physically assaulted while on the street.
6697,10/1/18,Skokie,IL,"A hockey coach was called a ""Jew Kike"" and physically assaulted by a parent on the opposing team after a hockey game."
6698,10/1/18,Brooklyn,NY,Jewish woman physically assaulted on the street in the predominantly Jewish Crown Heights neighborhood of Brooklyn.
6871,10/1/18,Monmouth Beach,NJ,"A number of cars in a residential neighborhood were vandalized with images of swastikas, the words ""Jew,"" ""Fag,"" ""Whore,"" and the n-word"
7335,10/1/18,Pittsburgh,PA,The exterior of an apartment building was vandalized with swastika graffiti.
7371,10/1/18,New Providence,NJ,Anti-Semitic and racist literature were left on the lawns outside people's homes.
7575,10/1/18,Washington,NJ,Individual's lawn sign was defaced with swastika graffiti.
7648,10/1/18,Livingston,NJ,A residence was vandalized with swastika graffiti.
7667,10/1/18,New Brunswick,NJ,"A swastika and the message ""IMPERIVM EVROPA"" were written in a bathroom stall in a residence hall at Rutgers University."
7668,10/1/18,New Brunswick,NJ,A swastika was etched into the stall of a campus bathroom at Rutgers University.
4861,9/30/18,Tappahannock,VA,"Loyal White Knights, a Klan group, distributed racist and anti-Semitic propaganda including a flier titled ""The Cost of The Jew's Open Border Policy."""
4864,9/30/18,Boone,NC,"An unknown person or group painted a Nazi Flag and writing that said: ""Heil Hitler"" and ""the Holocaust was a good thing"" at Appalachian State university."
4952,9/4/18,Piedmont,CA,"A Daily Stormer Book Club, an alt right group, distributed flyers that read: ""The Jews came for the DAILY STORMER and I said nothing...they are coming for YOUR free speech next."""
3756,9/1/18,Hampton,NJ,A swastika and a slew of statements was painted on a garage door.
3843,9/1/18,Englewood,NJ,"Individual in a car yelled outside a synagogue ""Go back to Israel, Jews!"""
3947,9/1/18,Lakehurst,NJ,"Individual was walking down the street when someone yelled at them to run faster because the Holocaust is coming and that ""Hitler should have finished what he started."""
3949,9/1/18,Lakehurst,NJ,Swastikas were drawn in the dirt outside an apartment building.
3952,9/1/18,Lakehurst,NJ,A synagogue received an anti-Semitic phone call.
3961,9/1/18,Lakehurst,NJ,A public elevator was vandalized with swastika graffiti.
3993,9/1/18,Manalapan Township,NJ,Swastika graffiti discovered on a sidewalk.
4965,9/1/18,Pasadena,CA,"A Daily Stormer Book Club, an alt right group, distributed flyers that read: ""The Jews came for the DAILY STORMER and I said nothing...they are coming for YOUR free speech next."""
4966,9/1/18,Pasadena,CA,"A Daily Stormer Book Club, an alt right group, distributed flyers that read: ""The Jews came for the DAILY STORMER and I said nothing...they are coming for YOUR free speech next."""
6384,9/1/18,Fargo,ND,"A Daily Stormer Book Club, an alt right group, distributed fliers that read: ""The Jews came for the DAILY STORMER and I said nothing...they are coming for YOUR free speech next."""
6385,9/1/18,Los Angeles,CA,"During a Rosh Hashanah reception at City Council, an audience member yelled from the audience: ""Fucking Jew Rapist."""
6386,9/1/18,Chatsworth,CA,"A business owner, who is Jewish, received a job application with anti-Semitic remarks."
6387,9/1/18,West Hartford,CT,"Radio host made a disparaging remark comparing an anteater's nose to a Jew saying, ""I guess he has some Jewish in him."""
6388,9/1/18,San Francisco,CA,"Institute for Historical Review, a Holocaust denial group, posted advertisement for the group on public transportation."
6389,9/1/18,Seattle,WA,"Patrick Little stood in the Pike Place Market holding an anti-Semitic sign that showed an image of a woman and read: ""Raped by Jews."""
6390,9/1/18,Bullhead City,AZ,Elementary school student was a victim of anti-Semitic bullying that included taunts and written harassment.
6391,9/1/18,Beverly Hills,CA,Jewish doctor received a review of their medical practice that was anti-Semitic.
6392,9/1/18,Walnut Creek,CA,Confidential
6393,9/1/18,Teaneck,NJ,"A driver in a van shouted out in a Jewish neighborhood: ""You fucking Jew!"""
6394,9/1/18,San Diego,CA,Employees at a Jewish organization received anti-Semitic literature to their email inboxes.
6396,9/1/18,Reston,VA,Employees of a moving company made disparaging anti-Semitic comments to the client that hired them for their service.
6397,9/1/18,West Hills,CA,"Individual shouted at a rabbi outside a Jewish day school: ""Fucking Jewish dogs."""
6398,9/1/18,Arlington,MA,"Individual was walking around harassing passersby with Nazi salutes and saying ""Heil Hitler"" to people."
6399,9/1/18,New Haven,CT,Confidential
6400,9/1/18,Pasadena,CA,"A Daily Stormer Book Club, an alt right group, distributed fliers at Pasadena City College that read: ""The Jews came for the DAILY STORMER and I said nothing...they are coming for YOUR free speech next."""
6401,9/1/18,Sunapee,NH,Jewish student at a high school victim of anti-Semitic harassment and bullying by another student.
6402,9/1/18,Bronx,NY,"A swastika, the words ""Hitler did nothing wrong,"" and a racial epithet were graffitied on trees in a public park."
6403,9/1/18,Sunapee,NH,Jewish student victim of anti-Semitic harassment by classmate both in person and on Facebook.
6404,9/1/18,Antioch,IL,Jewish boy received anti-Semitic death threats from classmates in school via social media.
6405,9/1/18,Las Vegas,NV,"Individual received a racist, homophobic, and anti-Semitic letter telling homeowners not to rent or sell their homes to ""Blacks, Jews, Mexicans, Arabs, Asians, or Gays."""
6406,9/1/18,Tampa,FL,Service person made derogatory comment about Jews.
6407,9/1/18,Brooklyn,NY,A Jewish man was verbally harassed while in a subway station.
6408,9/1/18,Fort Lauderdale,FL,"Individual was called ""an old filthy Jew"" by their landlord's representative."
6409,9/1/18,Solvang,CA,A bartender at a hotel made an anti-Semitic comment about Jews throwing pennies as an activity of the Jewish New Year.
6410,9/1/18,Newark,NJ,A homemade explosive device was discovered attached to a headstone in a Jewish cemetery.
6411,9/1/18,Mesa,AZ,"Jewish man wearing a Star of David necklace was verbally harassed and threatened by other patrons at an ice-cream shop who called him a ""filthy Jew."""
6412,9/1/18,Scottsdale,AZ,"Jewish woman received a letter in the mail that called her a ""Zionist scumbag bitch"" and ""Palestine - A Stolen Nation! Free Palestine!!!"""
